GbGDiv results table from 'allMtub-MYCOBACT' records table.																
"Created at 16:55, on Tue 3 May, 2016"																
Software version: 0.9																
Isolate records read from table: 7670																
																
Locus	Category	Missing	Paralogous	CountNuc	CountAA	MinLength	MaxLength	AvgLength	NonVarNuc	NonVarAA	AllelicDiv	ADivNM	VSitesNuc	VSitesAA	RatioCount	RatioVS
MYCO003176	Virulence	173	0	62	44	957	957	957	892	276	0.064785789	0.002779233	0.067920585	0.134796238	0.709677419	1.984615385
MYCO003177	Virulence	56	0	42	26	858	861	860.8846154	819	262	0.048787026	-0.01321953	0.048652996	0.086985659	0.619047619	1.787878788
MYCO003178	Hypoth	69	0	23	17	354	360	359.6470588	333	103	0.063951587	0.001945031	0.074092247	0.140824338	0.739130435	1.900662252
MYCO003179	Hypoth	603	0	72	42	1290	1290	1290	1223	389	0.055813953	-0.006192602	0.051937984	0.095348837	0.583333333	1.835820896
MYCO003180	Hypoth	44	0	30	21	432	435	434.8571429	398	123	0.068988173	0.006981618	0.084756899	0.151445466	0.7	1.786821705
MYCO003181	Hypoth	203	0	25	17	453	456	453.1764706	430	123	0.055166147	-0.006840408	0.051142264	0.185747664	0.68	3.631979695
MYCO003182	Hypoth	41	0	16	10	345	345	345	330	106	0.046376812	-0.015629744	0.043478261	0.07826087	0.625	1.8
MYCO003183	Regulatory	314	0	17	13	330	330	330	315	99	0.051515152	-0.010491404	0.045454545	0.1	0.764705882	2.2
MYCO003184	IS and phage	947	2	22	17	321	327	326.6470588	300	92	0.067350981	0.005344426	0.081577526	0.155051324	0.772727273	1.900662252
MYCO003186	IS and phage	947	2	22	17	321	327	326.6470588	300	92	0.067350981	0.005344426	0.081577526	0.155051324	0.772727273	1.900662252
MYCO003188	Hypoth	44	0	19	14	348	354	348.4285714	330	105	0.054530545	-0.00747601	0.052890529	0.095940959	0.736842105	1.813953488
MYCO003189	Hypoth	79	0	36	27	612	621	620.6666667	577	180	0.058002148	-0.004004408	0.070354458	0.129967777	0.75	1.847328244
MYCO003190	Hypoth	261	0	69	45	1266	1266	1266	1200	378	0.05450237	-0.007504186	0.052132701	0.104265403	0.652173913	2
MYCO003191	IS and phage	78	0	64	38	1035	1035	1035	975	311	0.061835749	-0.000170807	0.057971014	0.098550725	0.59375	1.7
MYCO003192	Hypoth	93	0	35	25	462	462	462	429	131	0.075757576	0.01375102	0.071428571	0.149350649	0.714285714	2.090909091
MYCO003196	Hypoth	120	0	60	39	900	900	900	843	262	0.066666667	0.004660111	0.063333333	0.126666667	0.65	2
MYCO003199	Int metab	647	0	62	46	936	942	941.8695652	880	272	0.065826524	0.003819969	0.06568804	0.133638	0.741935484	2.034434294
MYCO003200	Cell wall	45	0	66	48	1068	1071	1068.125	1007	315	0.061790521	-0.000216035	0.057226448	0.115272089	0.727272727	2.014314928
MYCO003201	Information	1309	0	144	91	3306	3306	3306	3158	1004	0.043557169	-0.018449387	0.04476709	0.08892922	0.631944444	1.986486486
MYCO003202	Information	1027	0	185	104	3165	3171	3168	2985	950	0.058396465	-0.003610091	0.057765152	0.100378788	0.562162162	1.737704918
MYCO003203	Int metab	50	0	49	33	675	675	675	628	193	0.072592593	0.010586037	0.06962963	0.142222222	0.673469388	2.042553191
MYCO003204	Information	3	0	24	16	306	306	306	283	87	0.078431373	0.016424817	0.075163399	0.147058824	0.666666667	1.956521739
MYCO003209	Hypoth	19	0	40	25	561	561	561	523	163	0.071301248	0.009294692	0.067736185	0.128342246	0.625	1.894736842
MYCO003210	Hypoth	20	0	34	17	696	696	696	664	215	0.048850575	-0.013155981	0.045977011	0.073275862	0.5	1.59375
MYCO003212	Hypoth	879	0	70	44	1224	1224	1224	1155	367	0.057189542	-0.004817013	0.056372549	0.100490196	0.628571429	1.782608696
MYCO003215	Int metab	54	0	68	36	1110	1119	1118.5	1032	326	0.060795709	-0.001210847	0.077335717	0.125614662	0.529411765	1.624277457
MYCO003217	Cell wall	475	0	22	16	417	432	430.875	395	123	0.051058892	-0.010947664	0.083260806	0.143603133	0.727272727	1.724738676
MYCO003218	Hypoth	46	0	57	32	966	966	966	911	290	0.059006211	-0.003000345	0.056935818	0.099378882	0.561403509	1.745454545
MYCO003222	Hypoth	97	0	26	15	552	555	552.2	522	168	0.04708439	-0.014922166	0.05469033	0.087287215	0.576923077	1.59602649
MYCO003224	Int metab	391	0	53	36	846	849	848.9166667	797	247	0.062432512	0.000425956	0.061156376	0.127122804	0.679245283	2.078651685
MYCO003225	Int metab	129	0	77	46	1419	1425	1424.869565	1343	428	0.054040034	-0.007966522	0.057457586	0.098864885	0.597402597	1.720658524
MYCO003226	Hypoth	60	0	47	38	759	759	759	713	216	0.061923584	-8.30E-05	0.060606061	0.146245059	0.808510638	2.413043478
MYCO003227	Int metab	402	0	76	52	1353	1353	1353	1279	400	0.056171471	-0.005835085	0.054693274	0.11308204	0.684210526	2.067567568
MYCO003230	Int metab	178	0	68	45	1137	1143	1142.8	1071	337	0.059502975	-0.002503581	0.062828141	0.115330767	0.661764706	1.835654596
MYCO003231	Hypoth	80	0	23	13	510	510	510	490	159	0.045098039	-0.016908517	0.039215686	0.064705882	0.565217391	1.65
MYCO003232	Int metab	21	0	44	23	888	888	888	845	274	0.04954955	-0.012457006	0.048423423	0.074324324	0.522727273	1.534883721
MYCO003233	Lipids	9	0	41	26	591	591	591	553	172	0.069373942	0.007367387	0.0642978	0.126903553	0.634146341	1.973684211
MYCO003234	Lipids	3786	0	31	19	816	819	816.1578947	784	253	0.037982846	-0.024023709	0.039401561	0.070032888	0.612903226	1.777414075
MYCO003235	Hypoth	570	0	45	34	639	642	641.9117647	598	184	0.070103093	0.008096537	0.068407789	0.140068729	0.755555556	2.047555258
MYCO003236	Cell wall	445	0	71	42	1158	1158	1158	1091	346	0.061312608	-0.000693948	0.057858377	0.103626943	0.591549296	1.791044776
MYCO003237	Hypoth	18	0	34	22	483	483	483	450	140	0.070393375	0.008386819	0.068322981	0.130434783	0.647058824	1.909090909
MYCO003238	Cell wall	30	0	45	32	735	735	735	691	213	0.06122449	-0.000782066	0.059863946	0.130612245	0.711111111	2.181818182
MYCO003239	Cell wall	3869	0	122	85	3135	3147	3146.823529	3011	964	0.038769254	-0.023237302	0.043162106	0.080978017	0.696721311	1.876136856
MYCO003242	Hypoth	138	0	41	33	642	642	642	600	183	0.063862928	0.001856373	0.065420561	0.144859813	0.804878049	2.214285714
MYCO003243	Hypoth	112	0	45	26	843	843	843	801	255	0.053380783	-0.008625773	0.049822064	0.09252669	0.577777778	1.857142857
MYCO003244	Cell wall	569	0	78	42	1752	1752	1752	1677	546	0.044520548	-0.017486008	0.042808219	0.065068493	0.538461538	1.52
MYCO003247	Int metab	83	0	33	24	645	645	645	616	193	0.051162791	-0.010843765	0.04496124	0.102325581	0.727272727	2.275862069
MYCO003249	Regulatory	289	0	32	16	636	639	636.1875	605	197	0.050299637	-0.011706919	0.049022497	0.071028588	0.5	1.448897796
MYCO003250	Int metab	5	0	11	11	183	183	183	173	53	0.06010929	-0.001897266	0.054644809	0.131147541	1	2.4
MYCO003251	Int metab	12	0	15	8	168	168	168	156	33	0.089285714	0.027279158	0.071428571	0.410714286	0.533333333	5.75
MYCO003253	Cell wall	88	0	74	47	1488	1491	1488.06383	1414	453	0.04972905	-0.012277506	0.049771944	0.086732724	0.635135135	1.7426027
MYCO003254	Hypoth	159	0	76	56	1386	1389	1388.946429	1313	412	0.054717733	-0.007288823	0.054679163	0.110116867	0.736842105	2.013872561
MYCO003256	Hypoth	973	0	63	36	1041	1044	1041.166667	984	188	0.060509044	-0.001497511	0.054906355	0.458299984	0.571428571	8.346938776
MYCO003259	Hypoth	43	0	12	7	420	420	420	409	133	0.028571429	-0.033435127	0.026190476	0.05	0.583333333	1.909090909
MYCO003260	Regulatory	2	0	16	13	270	270	270	256	79	0.059259259	-0.002747297	0.051851852	0.122222222	0.8125	2.357142857
MYCO003263	Information	277	0	84	61	1659	1662	1661.95082	1579	495	0.050543012	-0.011463544	0.049911717	0.106471755	0.726190476	2.133201581
MYCO003266	Int metab	223	0	49	25	915	915	915	869	281	0.053551913	-0.008454643	0.050273224	0.078688525	0.510204082	1.565217391
MYCO003268	Hypoth	201	0	47	35	687	690	689.9142857	618	187	0.068124405	0.006117849	0.104236551	0.18685551	0.744680851	1.79261025
MYCO003269	Virulence	19	0	14	9	279	282	281.6666667	267	85	0.049704142	-0.012302414	0.052071006	0.094674556	0.642857143	1.818181818
MYCO003270	Cell wall	480	0	112	67	2148	2157	2156.865672	2041	650	0.051927202	-0.010079354	0.053719466	0.095910318	0.598214286	1.785392245
MYCO003271	Cell wall	45	0	42	28	669	669	669	629	197	0.062780269	0.000773713	0.059790732	0.116591928	0.666666667	1.95
MYCO003272	Hypoth	150	0	77	54	1185	1185	1185	1111	346	0.064978903	0.002972347	0.062447257	0.124050633	0.701298701	1.986486486
MYCO003273	Int metab	32	0	123	69	2295	2295	2295	2174	700	0.053594771	-0.008411785	0.052723312	0.08496732	0.56097561	1.611570248
MYCO003278	Cell wall	21	0	25	15	519	519	519	495	158	0.048169557	-0.013836999	0.046242775	0.086705202	0.6	1.875
MYCO003279	Int metab	24	0	43	29	801	801	801	760	240	0.053682896	-0.008323659	0.051186017	0.101123596	0.674418605	1.975609756
MYCO003281	Lipids	7362	0	10	7	498	534	520.2857143	429	131	0.019220209	-0.042786347	0.175453048	0.244645799	0.7	1.394366197
MYCO003282	Hypoth	34	0	52	39	669	669	669	620	187	0.077727952	0.015721396	0.073243647	0.161434978	0.75	2.204081633
MYCO003283	Int metab	37	0	61	45	894	894	894	834	254	0.068232662	0.006226106	0.067114094	0.147651007	0.737704918	2.2
MYCO003284	Hypoth	72	0	24	16	432	432	432	410	129	0.055555556	-0.006451	0.050925926	0.104166667	0.666666667	2.045454545
MYCO003286	Information	782	0	52	38	786	792	786.1578947	736	229	0.066144473	0.004137918	0.063801299	0.126129745	0.730769231	1.976915005
MYCO003287	Information	19	0	19	13	438	438	438	420	133	0.043378995	-0.01862756	0.04109589	0.089041096	0.684210526	2.166666667
MYCO003288	Hypoth	8	0	23	21	414	414	414	391	116	0.055555556	-0.006451	0.055555556	0.15942029	0.913043478	2.869565217
MYCO003289	Cell wall	58	0	29	12	378	378	378	351	113	0.076719577	0.014713021	0.071428571	0.103174603	0.413793103	1.444444444
MYCO003291	Regulatory	43	0	16	11	453	453	453	438	141	0.035320088	-0.026686468	0.033112583	0.066225166	0.6875	2
MYCO003292	Hypoth	351	0	75	52	1236	1251	1247.826923	1128	350	0.060104489	-0.001902066	0.09602848	0.158537149	0.693333333	1.650938854
MYCO003293	Int metab	941	0	82	50	1485	1485	1485	1403	446	0.055218855	-0.006787701	0.055218855	0.098989899	0.609756098	1.792682927
MYCO003294	Hypoth	31	0	46	34	810	810	810	769	239	0.056790123	-0.005216432	0.050617284	0.114814815	0.739130435	2.268292683
MYCO003295	Regulatory	42	0	33	19	666	666	666	636	204	0.04954955	-0.012457006	0.045045045	0.081081081	0.575757576	1.8
MYCO003297	Information	148	0	52	33	768	768	768	719	226	0.067708333	0.005701778	0.063802083	0.1171875	0.634615385	1.836734694
MYCO003298	Cell wall	430	0	37	16	915	915	915	879	289	0.040437158	-0.021569397	0.039344262	0.052459016	0.432432432	1.333333333
MYCO003299	Int metab	1167	0	190	130	2901	2913	2912.861538	2716	845	0.065227955	0.003221399	0.067583555	0.129721764	0.684210526	1.919427946
MYCO003300	Hypoth	97	0	57	37	915	921	917.8378378	856	251	0.062102473	9.59E-05	0.06737338	0.17959364	0.649122807	2.665646853
MYCO003301	Cell wall	35	0	47	32	660	666	665.8125	611	188	0.070590444	0.008583888	0.082324228	0.152914672	0.680851064	1.857468643
MYCO003307	Int metab	235	0	49	36	807	810	807.0833333	762	240	0.060712442	-0.001294114	0.055859577	0.107898813	0.734693878	1.931608133
MYCO003308	Int metab	904	0	92	59	1605	1605	1605	1514	477	0.057320872	-0.004685684	0.056697819	0.108411215	0.641304348	1.912087912
MYCO003309	Int metab	36	0	30	20	624	624	624	595	187	0.048076923	-0.013929633	0.046474359	0.100961538	0.666666667	2.172413793
MYCO003310	Cell wall	44	0	57	31	900	900	900	848	272	0.063333333	0.001326778	0.057777778	0.093333333	0.543859649	1.615384615
MYCO003311	Hypoth	64	0	69	42	1260	1263	1262.928571	1193	381	0.054634919	-0.007371637	0.055370171	0.094960692	0.608695652	1.715015322
MYCO003312	Hypoth	49	0	46	35	918	927	926.7428571	875	275	0.049636207	-0.012370349	0.055833025	0.109785424	0.760869565	1.966316952
MYCO003314	Int metab	175	0	60	33	1284	1284	1284	1227	396	0.046728972	-0.015277584	0.044392523	0.074766355	0.55	1.684210526
MYCO003315	Int metab	22	0	26	14	402	402	402	376	120	0.064676617	0.002670061	0.064676617	0.104477612	0.538461538	1.615384615
MYCO003316	Int metab	7	0	15	9	339	339	339	325	104	0.044247788	-0.017758768	0.041297935	0.079646018	0.6	1.928571429
MYCO003320	Virulence	68	0	26	16	429	429	429	404	127	0.060606061	-0.001400495	0.058275058	0.111888112	0.615384615	1.92
MYCO003321	Virulence	4	0	9	5	243	243	243	235	76	0.037037037	-0.024969519	0.032921811	0.061728395	0.555555556	1.875
MYCO003322	Int metab	31	0	40	28	615	618	615.1071429	573	178	0.065029321	0.003022765	0.068454973	0.131858561	0.7	1.926208651
MYCO003323	Int metab	413	0	45	30	660	666	665.7	612	192	0.067598017	0.005591461	0.080666967	0.134745381	0.666666667	1.670391061
MYCO003324	Int metab	397	0	29	22	534	540	534.2727273	498	154	0.054279394	-0.007727162	0.067891782	0.135273099	0.75862069	1.992481203
MYCO003325	IS and phage	947	2	22	17	321	327	326.6470588	300	92	0.067350981	0.005344426	0.081577526	0.155051324	0.772727273	1.900662252
MYCO003327	IS and phage	7575	0	8	6	1713	1713	1713	1707	566	0.004670169	-0.057336387	0.003502627	0.008756567	0.75	2.5
MYCO003331	Cell wall	670	0	84	61	1503	1512	1508.95082	1420	428	0.055667818	-0.006338738	0.058948786	0.149077635	0.726190476	2.528934759
MYCO003332	Cell wall	625	0	80	53	1152	1152	1152	1077	337	0.069444444	0.007437889	0.065104167	0.122395833	0.6625	1.88
MYCO003333	Hypoth	1836	0	49	33	834	846	845.6363636	785	245	0.057944528	-0.004062028	0.07170501	0.130832079	0.673469388	1.824587706
MYCO003334	Regulatory	16	0	30	25	435	441	440.76	407	121	0.068064253	0.006057697	0.076594972	0.176422543	0.833333333	2.303317536
MYCO003335	Cell wall	148	0	44	27	858	870	869.5555556	819	261	0.050600562	-0.011405994	0.058139535	0.099539995	0.613636364	1.712087912
MYCO003337	Hypoth	877	0	26	17	387	387	387	362	112	0.067183463	0.005176907	0.064599483	0.131782946	0.653846154	2.04
MYCO003338	Hypoth	80	0	49	34	645	648	645.0882353	597	183	0.075958601	0.013952045	0.074545206	0.148953632	0.693877551	1.998165138
MYCO003339	Int metab	102	0	67	41	1218	1230	1229.634146	1149	366	0.054487752	-0.007518804	0.065575722	0.107051473	0.611940299	1.632486388
MYCO003342	Int metab	542	0	24	14	732	732	732	708	229	0.032786885	-0.029219671	0.032786885	0.06147541	0.583333333	1.875
MYCO003343	PE/PPE	7649	0	20	13	7572	7572	7572	7502	2498	0.00264131	-0.059365246	0.009244585	0.010301109	0.65	1.114285714
MYCO003345	PE/PPE	7634	0	12	10	4584	4662	4620.6	4448	1482	0.002597065	-0.05940949	0.037354456	0.0377873	0.833333333	1.011587486
MYCO003346	Cell wall	2371	1	22	14	258	258	258	235	73	0.085271318	0.023264762	0.089147287	0.151162791	0.636363636	1.695652174
MYCO003347	PE/PPE	5929	0	283	178	9444	9480	9473.460674	9009	2944	0.029872927	-0.032133629	0.049027561	0.067711336	0.628975265	1.381087162
MYCO003348	IS and phage	186	7	38	20	486	492	491.7	452	146	0.077282896	0.01527634	0.080740289	0.109212935	0.526315789	1.352644836
MYCO003349	IS and phage	3992	0	33	20	741	741	741	708	226	0.044534413	-0.017472143	0.044534413	0.085020243	0.606060606	1.909090909
MYCO003350	PE/PPE	6336	0	297	207	11091	11157	11150.30435	10419	3351	0.026636044	-0.035370512	0.065586044	0.09841026	0.696969697	1.500475624
MYCO003351	Hypoth	994	0	46	29	792	795	794.8965517	749	237	0.057869165	-0.00413739	0.057739025	0.105543988	0.630434783	1.827948911
MYCO003352	Int metab	963	0	16	12	372	372	372	357	113	0.043010753	-0.018995803	0.040322581	0.088709677	0.75	2.2
MYCO003353	Hypoth	931	0	13	8	261	261	261	249	79	0.049808429	-0.012198127	0.045977011	0.091954023	0.615384615	2
MYCO003354	Hypoth	932	0	21	15	390	393	390.2	368	112	0.053818555	-0.008188001	0.056893901	0.138903127	0.714285714	2.441441441
MYCO003355	Cell wall	952	1	21	7	294	294	294	273	92	0.071428571	0.009422016	0.071428571	0.06122449	0.333333333	0.857142857
MYCO003357	Virulence	20	0	16	10	276	276	276	257	80	0.057971014	-0.004035541	0.06884058	0.130434783	0.625	1.894736842
MYCO003358	Virulence	10	0	13	10	258	258	258	246	77	0.050387597	-0.011618959	0.046511628	0.104651163	0.769230769	2.25
MYCO003359	Int metab	451	0	47	30	1191	1203	1191.4	1146	370	0.039449387	-0.022557169	0.038106429	0.068322981	0.638297872	1.792951542
MYCO003360	Hypoth	1106	0	18	13	369	369	369	352	110	0.048780488	-0.013226068	0.046070461	0.105691057	0.722222222	2.294117647
MYCO003361	Hypoth	97	0	39	25	552	552	552	512	158	0.070652174	0.008645618	0.072463768	0.141304348	0.641025641	1.95
MYCO003362	Hypoth	86	0	47	29	582	582	582	539	170	0.080756014	0.018749458	0.073883162	0.12371134	0.617021277	1.674418605
MYCO003363	Hypoth	433	0	24	19	369	369	369	346	104	0.06504065	0.003034095	0.062330623	0.154471545	0.791666667	2.47826087
MYCO003364	Hypoth	101	0	22	18	390	393	392.8333333	366	114	0.056003394	-0.006003162	0.06830717	0.129401782	0.818181818	1.894409938
MYCO003365	Hypoth	6911	0	37	25	2631	2631	2631	2591	852	0.014063094	-0.047943462	0.015203345	0.028506271	0.675675676	1.875
MYCO003366	Information	74	0	31	20	465	465	465	436	137	0.066666667	0.004660111	0.062365591	0.116129032	0.64516129	1.862068966
MYCO003367	PE/PPE	3528	0	105	77	1731	1794	1772.766234	1501	486	0.059229467	-0.002777088	0.15330066	0.177556537	0.733333333	1.158224219
MYCO003368	Int metab	175	0	37	21	645	645	645	609	194	0.057364341	-0.004642215	0.055813953	0.097674419	0.567567568	1.75
MYCO003369	Hypoth	246	0	22	12	435	435	435	414	133	0.050574713	-0.011431843	0.048275862	0.082758621	0.545454545	1.714285714
MYCO003370	Information	1605	0	155	86	3237	3246	3240.104651	3079	933	0.047837961	-0.014168595	0.049722052	0.136139014	0.55483871	2.738000722
MYCO003371	Lipids	703	0	91	65	1332	1344	1340.907692	1224	376	0.067864478	0.005857922	0.087185489	0.158778784	0.714285714	1.821160679
MYCO003372	Virulence	455	0	67	47	1164	1176	1175.553191	1071	330	0.056994444	-0.005012112	0.088939567	0.157843297	0.701492537	1.774725275
MYCO003373	Lipids	920	0	32	27	642	642	642	611	186	0.049844237	-0.012162319	0.048286604	0.130841121	0.84375	2.709677419
MYCO003374	Lipids	13	0	15	13	249	249	249	235	72	0.060240964	-0.001765592	0.0562249	0.13253012	0.866666667	2.357142857
MYCO003375	Int metab	317	0	88	57	1428	1428	1428	1341	419	0.06162465	-0.000381906	0.06092437	0.119747899	0.647727273	1.965517241
MYCO003376	Hypoth	34	0	37	26	654	654	654	617	193	0.056574924	-0.005431632	0.056574924	0.114678899	0.702702703	2.027027027
MYCO003377	Int metab	540	0	92	69	1506	1506	1506	1414	435	0.061088977	-0.000917578	0.061088977	0.133466135	0.75	2.184782609
MYCO003378	Int metab	199	0	80	63	891	891	891	815	239	0.089786756	0.027780201	0.085297419	0.195286195	0.7875	2.289473684
MYCO003379	Int metab	123	0	106	71	1611	1611	1611	1505	468	0.065797641	0.003791085	0.065797641	0.12849162	0.669811321	1.952830189
MYCO003381	IS and phage	947	2	22	17	321	327	326.6470588	300	92	0.067350981	0.005344426	0.081577526	0.155051324	0.772727273	1.900662252
MYCO003382	Cell wall	278	0	46	29	990	990	990	946	303	0.046464646	-0.015541909	0.044444444	0.081818182	0.630434783	1.840909091
MYCO003383	Lipids	1670	0	79	51	1050	1053	1052.941176	980	306	0.075027933	0.013021377	0.069273743	0.128156425	0.64556962	1.85
MYCO003384	Virulence	86	0	27	21	390	393	392.8571429	363	62	0.068727273	0.006720717	0.076	0.526545455	0.777777778	6.928229665
MYCO003385	Virulence	168	0	13	10	309	309	309	297	93	0.042071197	-0.019935358	0.038834951	0.097087379	0.769230769	2.5
MYCO003386	IS and phage	363	0	49	31	690	705	704.3225806	619	149	0.069570395	0.007563839	0.121141339	0.365347623	0.632653061	3.015879017
MYCO003387	IS and phage	26	0	45	32	678	678	678	635	195	0.066371681	0.004365126	0.063421829	0.137168142	0.711111111	2.162790698
MYCO003388	PE/PPE	5718	0	77	65	2121	2214	2186.769231	1975	640	0.035211763	-0.026794793	0.096841143	0.121992402	0.844155844	1.259716673
MYCO003389	Int metab	596	0	72	55	858	882	872.8909091	777	220	0.082484534	0.020477978	0.109854402	0.24389177	0.763888889	2.220136519
MYCO003390	Cell wall	40	0	57	35	711	711	711	658	205	0.080168776	0.018162221	0.074542897	0.135021097	0.614035088	1.811320755
MYCO003391	Lipids	462	0	127	94	1944	1956	1952.87234	1808	560	0.065032413	0.003025857	0.074184235	0.139728714	0.74015748	1.883536496
MYCO003393	Int metab	143	0	43	29	927	927	927	887	284	0.046386192	-0.015620364	0.043149946	0.080906149	0.674418605	1.875
MYCO003394	Hypoth	2203	0	69	52	1578	1593	1584.173077	1513	465	0.043555847	-0.018450709	0.044927589	0.1194144	0.753623188	2.657930289
MYCO003395	Hypoth	187	0	43	22	609	618	615	567	170	0.069918699	0.007912143	0.07804878	0.170731707	0.511627907	2.1875
MYCO003397	Int metab	29	0	41	26	909	909	909	870	277	0.04510451	-0.016902045	0.04290429	0.085808581	0.634146341	2
MYCO003398	Lipids	172	0	71	40	1080	1080	1080	1013	320	0.065740741	0.003734185	0.062037037	0.111111111	0.563380282	1.791044776
MYCO003399	Lipids	58	0	53	39	1047	1047	1047	998	313	0.050620821	-0.011385734	0.046800382	0.103151862	0.735849057	2.204081633
MYCO003400	Int metab	230	0	36	21	774	789	788	724	233	0.045685279	-0.016321277	0.081218274	0.112944162	0.583333333	1.390625
MYCO003401	Int metab	836	0	133	106	2349	2367	2360.915094	2211	689	0.056334089	-0.005672467	0.063498723	0.124492022	0.796992481	1.960543704
